购买车型,购买地点,购买时间,购买裸车价（万元）,空间,动力,操控,能耗,舒适性,外观,内饰,性价比,购车目的1,购车目的2,购车目的3,购车目的4,汽车类型,最满意的一点,最不满意的一点
2014款 1.5T 酷黑骑士旗舰型,西安,2014年12月,14.3,3,5,5,5,5,4,4,5,上下班,,,,DM,,
2014款 1.5T 酷黑骑士尊贵型,上海,2015年3月,15.7,3,5,4,5,3,4,3,5,上下班,接送小孩,自驾游,跑长途,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2015年2月,13.0,4,5,3,3,2,3,3,5,上下班,购物,接送小孩,,DM,,
2014款 1.5T 酷黑骑士旗舰型,深圳,2015年5月,14.33,3,5,4,5,4,5,3,5,上下班,购物,自驾游,,DM,油耗真的很低,发动机噪音比较大
2014款 1.5T 酷黑骑士旗舰型,长沙,2015年4月,14.68,4,5,4,5,4,5,4,5,上下班,购物,自驾游,,DM,,
2014款 1.5T 酷黑骑士尊贵型,深圳,2014年9月,14.5,4,5,4,4,4,5,5,5,上下班,接送小孩,,,DM,油耗、提速、高配置，全景影像很给力，行车倒车都很放心,发动机噪音较大，冬天用电空调热的太慢
2014款 1.5T 酷黑骑士旗舰型,济南,2014年8月,13.05,3,5,3,5,2,3,3,4,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 酷黑骑士旗舰型,深圳,2014年12月,14.33,4,5,4,4,3,5,4,4,上下班,自驾游,,,DM,,
2014款 1.5T 旗舰型,广州,2014年4月,17.0,3,5,5,5,5,5,5,5,上下班,自驾游,跑长途,,DM,,
2014款 1.5T 酷黑骑士尊贵型,上海,2014年2月,15.7,2,5,2,5,1,2,1,5,上下班,,,,DM,,
2014款 1.5T 旗舰型,深圳,2015年1月,15.0,4,5,5,5,5,5,5,5,上下班,购物,自驾游,跑长途,DM,,
2014款 1.5T 酷黑骑士旗舰型,天津,2015年2月,14.68,4,5,5,3,4,5,4,5,上下班,自驾游,跑长途,,DM,用纯电行驶即安静又环保而且动力表现也非常出色！,低速纯油行驶时起步有换挡顿挫感明显
2014款 1.5T 酷黑骑士旗舰型,天津,2014年11月,14.33,5,5,5,5,5,5,5,5,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2014年12月,15.0,4,5,4,4,3,4,4,5,上下班,自驾游,,,DM,,
2014款 1.5T 酷黑骑士尊贵型,西安,2014年9月,14.33,4,5,5,5,5,5,4,5,上下班,自驾游,,,DM,360摄像头为新手提供了更详细的车辆位置情况 路上和停车入位都是极大的帮助,充满电池续航能力没有70公里  说明里也没说有什么制约条件 不过因为终生免费更换……这点忍了！
2014款 1.5T 旗舰型,烟台,2014年7月,15.9,4,4,3,3,3,3,2,2,上下班,购物,接送小孩,,DM,纯电驾驶，以及提速快！,有异响，而且做工不好，没电的情况下，油门很虎！往前窜！
2014款 1.5T 旗舰型,上海,2014年4月,14.7,4,5,5,5,3,4,3,4,上下班,接送小孩,,,DM,纯电驾驶感受非常好，安静、动力充沛,5%电量时操控糟糕，甚至影响到对车辆的操控（经过几次软件升级后，情况有较大好转，但仍有提高的空间）
2014款 1.5T 旗舰型,深圳,2014年5月,20.98,4,5,3,1,4,3,4,5,上下班,自驾游,跑长途,,DM,混动的提速，纯电的质感静音安逸！,外形还是太普通配不上他的性能，很多细节还有提升的空间！
2014款 1.5T 旗舰型,深圳,2014年1月,15.0,5,5,5,5,5,5,5,5,上下班,购物,自驾游,跑长途,DM,,
2014款 1.5T 旗舰型,南京,2014年12月,14.5,3,5,3,5,3,5,2,5,上下班,接送小孩,自驾游,,DM,,
2014款 1.5T 酷黑骑士旗舰型,西安,2014年12月,10.53,3,5,3,4,3,4,3,4,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,常德,2014年12月,14.8,5,5,5,5,5,4,5,5,上下班,自驾游,,,DM,动力强劲，加速性好，高速路上需要超车时绝对自信。,车内隔音部分有待加强，高速时胎噪和风噪感觉偏大。
2014款 1.5T 酷黑骑士旗舰型,西安,2014年12月,13.33,4,5,5,4,3,4,4,4,上下班,接送小孩,自驾游,,DM,,
2014款 1.5T 酷黑骑士旗舰型,南京,2014年10月,14.6,4,5,4,3,3,5,4,5,上下班,购物,接送小孩,自驾游,DM,国家补贴性价比高 外形喜欢 动力不错,强切HEV 副驾驶玻璃共振严重 避震有种越野车的感觉 左后轮气压永远偏低不是很舒适
2014款 1.5T 酷黑骑士尊贵型,深圳,2015年2月,15.5,3,5,4,5,4,3,4,5,上下班,,,,DM,行驶安静，收放自如。,隔音再好一点。后面非独立悬挂。轮胎太小。
2014款 1.5T 旗舰型,上海,2014年6月,14.5,4,5,4,5,4,5,4,5,上下班,接送小孩,自驾游,,DM,,
2014款 1.5T 酷黑骑士旗舰型,深圳,2014年10月,14.5,4,5,4,5,4,5,4,5,购物,自驾游,跑长途,,DM,快到不行的加速，省到不行的油耗。纯电行驶时感觉特别棒，像开豪华车一样。隔音再好的车也不如我们的秦，他是无声的。悄悄从别人身边飘过的感觉棒极了,入弯侧轻大，悬架一般，只适合温柔驾驶。听说别人加装平衡杆提升很大
2014款 1.5T 酷黑骑士旗舰型,洛阳,2014年11月,15.0,4,5,4,5,4,4,4,5,上下班,购物,,,DM,动力强劲，纯电舒适，一天跑18公里左右，成本2块钱。,没电的时候纯油行驶，低档抖动明显。
2014款 1.5T 酷黑骑士旗舰型,上海,2014年11月,16.0,4,5,4,5,4,4,4,5,上下班,自驾游,,,DM,这个车主要是非常省油，公司来回26公里，两天充一次电，再加上周末出去玩，一个月也就60多元电费，必须赞！高速的时候开HEV节能模式，百公里油耗5.5L。对于一个1.7吨的车来说非常满意！,后备箱小，尾灯比较难以接受
2014款 1.5T 酷黑骑士旗舰型,上海,2014年9月,15.3,3,4,3,4,3,2,3,4,上下班,购物,接送小孩,泡妞,DM,,
2014款 1.5T 酷黑骑士旗舰型,西安,2014年11月,14.33,3,5,5,5,5,5,4,4,上下班,接送小孩,自驾游,跑长途,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2015年3月,13.48,4,4,4,4,2,3,3,5,上下班,接送小孩,,,DM,省油，有电的情况下提速比较快,后备箱极小，电量5%后车辆起步抖动，提速极慢，（隔音极差-15款好很多）
2014款 1.5T 酷黑骑士旗舰型,六安,2015年1月,14.8,4,5,4,4,4,4,3,5,上下班,购物,接送小孩,,DM,纯电安逸，EV下这车可以比美40万的车,内饰有些糙，塑料感太强，还有异响，电子设备高大上，可是中控台就显得有些低廉，其实多花点钱搞搞内饰也增加不了多少成本
2014款 1.5T 旗舰型,深圳,2014年3月,15.83,4,5,4,5,3,4,3,5,上下班,接送小孩,自驾游,,DM,动力充沛 科技含量很高 纯电行驶档次非常高,细节做工 变速箱1档转2档十分拖拉 后音响上面的盖子共振严重
2014款 1.5T 酷黑骑士旗舰型,西安,2014年9月,14.33,3,5,5,5,4,4,3,4,上下班,,,,DM,动力充沛，配置很高,副驾驶不能电动调节
2014款 1.5T 酷黑骑士旗舰型,深圳,2014年12月,15.0,3,5,3,4,3,4,4,5,上下班,,,,DM,动力很强悍。ECO模式平时足够开了，跑高速随便秒杀50万以内的车。,后排空间特小，行李箱基本被电池组占了。备胎不是标准的车胎。
2014款 1.5T 酷黑骑士旗舰型,西安,2014年11月,14.33,4,5,4,4,3,4,4,5,上下班,自驾游,,,DM,纯电非常舒适，音响效果很好。提速快！,发动机噪声有点大，目前发动机运行时眼镜盒部位有共振异响，电池的续航过短。
2014款 1.5T 酷黑骑士旗舰型,西安,2015年8月,16.6,5,5,5,5,4,5,5,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 酷黑骑士旗舰型,西安,2015年1月,14.68,4,5,5,5,5,5,5,5,上下班,购物,,,DM,,
2014款 1.5T 旗舰型,深圳,2014年10月,14.33,4,5,5,5,5,5,3,5,上下班,接送小孩,自驾游,跑长途,DM,驾控平顺，操控好，加速猛，配置安全实用，好到爆,电池一致性不佳，纯电只有53公里，虽然公司承诺换电池，但跑一趟4S实在太远，不方便。
2014款 1.5T 酷黑骑士旗舰型,南京,2015年2月,14.4,3,5,4,5,5,4,4,5,上下班,接送小孩,自驾游,,DM,纯电油门反应快。,头部空间太小。
2014款 1.5T 酷黑骑士尊贵型,上海,2015年3月,20.98,5,5,5,5,5,5,5,5,上下班,自驾游,跑长途,商务接送,DM,提速非常敏捷 动感十足,后备箱太小，尾灯太复杂了
2014款 1.5T 旗舰型,上海,2014年7月,14.83,4,5,3,5,4,4,3,4,上下班,,,,DM,油耗和纯电行车安静。,没电时行车，和电子元件的小问题。
2014款 1.5T 酷黑骑士旗舰型,南京,2014年11月,14.15,4,5,3,3,3,3,3,4,上下班,购物,自驾游,,DM,省油，内饰具有科技感，配置高！,后备箱太小，灯不是氙灯，中控异响！
2014款 1.5T 酷黑骑士旗舰型,上海,2015年2月,15.6,5,5,5,5,5,5,5,5,上下班,自驾游,跑长途,泡妞,DM,,
2014款 1.5T 酷黑骑士旗舰型,深圳,2014年11月,14.3,4,5,4,5,4,5,5,5,上下班,自驾游,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,河源,2014年11月,14.1,3,5,4,4,4,4,4,5,上下班,购物,接送小孩,自驾游,DM,价格性价比高，平时代步，用车费用非常省！,
2014款 1.5T 旗舰型,哈尔滨,2014年5月,14.0,3,5,5,5,4,5,4,5,上下班,,,,DM,马力大还省钱,空间小了，后备箱也小了。
2014款 1.5T 酷黑骑士旗舰型,南京,2014年12月,14.0,3,5,4,5,5,5,5,5,上下班,,,,DM,,
2014款 1.5T 旗舰型,南通,2014年12月,15.8,4,5,4,5,4,5,4,4,上下班,,,,DM,省油，各种配置基本都全了，不需要加装什么了,混动加速没那么顺畅，发动机声音没首保前，感觉像要炸了似的
2014款 1.5T 酷黑骑士旗舰型,广州,2015年1月,14.33,3,5,5,5,4,5,4,5,上下班,自驾游,跑长途,商务接送,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2014年10月,13.4,3,5,4,3,3,4,3,4,上下班,自驾游,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,西安,2014年10月,14.3,4,5,5,5,4,4,4,5,上下班,接送小孩,自驾游,,DM,配置很高，也都很实用，座椅通风，憎水玻璃，远程开空调,后备箱只能说够用，内饰硬塑料太多。
2014款 1.5T 酷黑骑士旗舰型,深圳,2015年1月,14.3,4,5,5,4,4,5,3,5,上下班,自驾游,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,深圳,2014年11月,14.33,4,5,5,5,5,4,4,5,上下班,接送小孩,自驾游,跑长途,DM,纯电就像温柔的淑女，安静，顺滑、、、、运动模式就如出笼的野兽，暴力，暴力、、、我爱淑女，更爱暴力,车身侧面不是很好看
2014款 1.5T 酷黑骑士旗舰型,上海,2014年12月,14.65,4,5,4,5,4,4,4,5,上下班,购物,自驾游,,DM,配置，能耗,做工细节
2014款 1.5T 酷黑骑士旗舰型,运城,2014年10月,14.4,4,5,5,5,4,5,4,5,上下班,购物,接送小孩,自驾游,DM,纯电动的时候，驾驶起来就是享受,只剩下5%的电的时候，驾驶起来和纯电动完全是两个极端。
2014款 1.5T 酷黑骑士旗舰型,深圳,2014年10月,15.0,5,5,5,5,5,5,4,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2014年12月,14.48,4,5,5,4,4,4,4,5,上下班,购物,接送小孩,自驾游,DM,      加速非常给力  纯电省到家了,    后备箱空间小了点 中控不是软内
2014款 1.5T 旗舰型,深圳,2014年6月,14.3,4,5,5,5,5,5,4,5,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,南京,2015年2月,14.0,5,5,4,5,5,4,4,5,上下班,自驾游,,,DM,提速快配置高高科技云服务用手机随时掌握爱车一切状况胎压、油电余、还可以预约开空调是炎炎夏日的福音，360度无死角是新手的最爱。,开到哪里很招眼容易被围观问这问那，车标的协音让人恼火，过烂路有小异响。
2014款 1.5T 酷黑骑士旗舰型,广州,2015年4月,20.98,5,5,5,5,5,5,5,5,上下班,自驾游,跑长途,,DM,节能环保，国家支持。,充电站不多，很多停车场不提供充电服务，电力部门不是很支持，不热心，很多人很怀疑，这电能跑60码吗，能爬上坡吗，电池能用了比手机电池寿命长吗，很多人认为换电池要很大一笔钱，藐视，妒忌的很多。
2014款 1.5T 酷黑骑士旗舰型,天津,2014年12月,14.33,5,5,5,4,5,5,4,5,上下班,接送小孩,自驾游,,DM,动力，不用说了，了解秦的人都知道，随随便便秒马路上百分之八十的车,内饰做工不够细致
2014款 1.5T 酷黑骑士旗舰型,西安,2015年4月,15.2,4,4,4,4,4,4,4,5,上下班,购物,自驾游,,DM,,
2014款 1.5T 酷黑骑士旗舰型,西安,2015年1月,15.0,4,5,5,5,5,5,4,5,上下班,跑长途,,,DM,省油，纯电跑起来声音比较小。,内饰是塑料的，有点掉价。
2014款 1.5T 旗舰型,深圳,2014年9月,20.0,3,5,4,5,3,4,4,3,上下班,,,,DM,动力很不错挑战TT没问题,空间，后备箱小的可怜，放不了太多东西
2014款 1.5T 酷黑骑士旗舰型,深圳,2015年1月,14.7,4,4,4,4,4,4,3,5,上下班,自驾游,,,DM,,
2014款 1.5T 旗舰型,长沙,2014年9月,14.33,5,5,5,5,4,5,4,5,购物,,,,DM,加速凶猛，地板电没压力！,电池焦虑，能跑70公里的希望跑90公里
2014款 1.5T 酷黑骑士旗舰型,上海,2014年10月,20.98,4,5,3,5,4,5,3,5,接送小孩,自驾游,,,DM,,
2014款 1.5T 旗舰型,上海,2014年5月,16.5,3,5,5,5,4,5,4,5,上下班,跑长途,拉货,,DM,,
2014款 1.5T 旗舰型,上海,2014年7月,14.5,4,4,4,3,4,4,4,5,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,济南,2015年1月,15.0,3,5,4,4,4,5,5,5,跑长途,,,,DM,动力很足。,空间比较小。
2014款 1.5T 旗舰型,深圳,2014年9月,14.33,4,5,5,5,5,5,4,5,上下班,自驾游,跑长途,,DM,性能唯有用生猛形容，但是别太习惯用sport模式哦  容易上瘾容易超速,充电是个问题
2014款 1.5T 酷黑骑士旗舰型,上海,2015年3月,14.83,5,5,5,5,5,5,5,5,购物,接送小孩,自驾游,,DM,,
2014款 1.5T 酷黑骑士旗舰型,西安,2015年4月,14.69,4,5,5,5,4,4,4,5,上下班,购物,接送小孩,自驾游,DM,绿色环保，经济适用，纯电驾驶感受很不错。,电脑控制程度太高，系统不太稳定，出现错误提示。
2014款 1.5T 酷黑骑士旗舰型,长沙,2015年5月,14.68,4,5,4,4,4,4,4,4,上下班,自驾游,跑长途,,DM,,
2014款 1.5T 酷黑骑士旗舰型,西安,2014年12月,13.33,4,5,5,5,5,5,5,5,上下班,购物,自驾游,泡妞,DM,动力强劲，配置高，特别省油，环保，用电开，成本低,没
2014款 1.5T 酷黑骑士旗舰型,上海,2014年11月,12.5,4,5,5,5,5,5,4,5,上下班,购物,,,DM,,
2014款 1.5T 旗舰型,上海,2014年10月,14.8,4,4,3,4,3,2,2,4,上下班,购物,,,DM,,
2014款 1.5T 尊贵型,深圳,2014年4月,14.3,4,5,4,5,4,4,4,4,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 酷黑骑士旗舰型,苏州,2014年10月,14.05,4,5,5,5,4,5,4,5,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2015年4月,16.0,4,5,5,4,3,3,2,5,上下班,购物,接送小孩,,DM,,
2014款 1.5T 酷黑骑士旗舰型,西安,2014年12月,13.33,4,5,4,4,5,5,4,5,上下班,,,,DM,动力充沛。经济实惠。,后备箱小点。
2014款 1.5T 酷黑骑士旗舰型,西安,2015年2月,14.68,5,5,5,5,5,5,4,5,上下班,接送小孩,自驾游,,DM,,
2014款 1.5T 酷黑骑士旗舰型,武汉,2015年5月,14.68,4,5,4,5,4,5,4,5,上下班,购物,接送小孩,自驾游,DM,价比高.动力足.省钱,细节处理很粗糙。谁设计的双色座椅，真的是丑死了
2014款 1.5T 酷黑骑士旗舰型,天津,2014年12月,14.33,2,5,5,4,4,4,4,5,上下班,自驾游,,,DM,可纯电行驶，耗电量尚可，里程数稍微少了一点，不过上下班够用了,隔音不好，没有自动泊车
2014款 1.5T 酷黑骑士旗舰型,苏州,2015年4月,18.0,4,5,2,3,4,2,1,3,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2015年2月,14.6,4,5,5,5,3,5,4,5,上下班,自驾游,跑长途,,DM,提速快，节省好，配置强大。,冲电设备笨重，为什么不装配无线充电，这个应该不是技术难题了吧。隔音不好，座椅舒适度不好，灯光不好，导航不好。
2014款 1.5T 酷黑骑士旗舰型,上海,2015年4月,14.83,4,4,3,4,4,4,4,4,接送小孩,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2015年1月,14.83,3,5,4,5,4,4,4,5,上下班,自驾游,跑长途,,DM,油耗真不是一般的低啊,电量5%以下，驾驶感受及差
2014款 1.5T 酷黑骑士旗舰型,长沙,2015年4月,14.68,4,5,5,5,5,5,4,5,上下班,自驾游,,,DM,动力强劲，而且混动模式下油耗也不高，毕竟1.7吨重的车子。,挂档反映有点迟钝，特别是空档不好挂。（已经解决，挂过去后，停留半秒时间即可）
2014款 1.5T 酷黑骑士旗舰型,深圳,2015年2月,14.33,4,5,4,5,5,5,5,5,上下班,购物,自驾游,跑长途,DM,除了行车记录仪的功能，其他你能想到的功能基本都已经配置。,"速度限制在185公里/小时,其实可以更高。"
2014款 1.5T 酷黑骑士旗舰型,广州,2015年2月,14.0,3,5,4,4,3,4,4,5,上下班,购物,自驾游,跑长途,DM,动力澎湃，说动就动。,尾箱的空间小。
2014款 1.5T 酷黑骑士旗舰型,西安,2014年12月,13.5,3,5,5,5,4,5,4,4,上下班,自驾游,,,DM,省钱，加速快。,充电器老是充不上电，得多次往返4S店，太麻烦了。
2014款 1.5T 酷黑骑士尊贵型,南京,2015年1月,14.3,5,5,4,5,5,5,4,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 酷黑骑士旗舰型,深圳,2014年9月,14.33,4,5,5,5,5,5,4,5,上下班,购物,接送小孩,自驾游,DM,节能环保，提速给力，费用低配置高。,隔音再加强点就好啦
2014款 1.5T 酷黑骑士旗舰型,西安,2014年9月,14.33,4,5,4,3,3,4,4,5,上下班,自驾游,,,DM,安静、舒适、动力强劲，配置超高。外形设计独特，有很高的辨识度。,个人最不满意的是A柱对视线的影响太大，另外做工不够精细。
2014款 1.5T 酷黑骑士旗舰型,西安,2014年10月,14.3,4,5,4,5,4,5,4,5,上下班,接送小孩,,,DM,,
2014款 1.5T 旗舰型,深圳,2014年4月,15.87,5,5,5,5,4,4,4,5,上下班,,,,DM,：动力好、省油,异响
2014款 1.5T 旗舰型,杭州,2014年10月,17.66,4,5,4,3,4,4,4,4,上下班,购物,自驾游,,DM,,
2014款 1.5T 酷黑骑士旗舰型,广州,2015年1月,15.3,4,5,5,5,4,5,4,5,上下班,购物,自驾游,,DM,,
2014款 1.5T 旗舰型,深圳,2014年5月,14.1,4,5,5,5,4,5,5,5,上下班,,,,DM,油电混合，省油！配置高！操控性好。油电混合，省油！配置高！操控性好。油电混合，省油！配置高！操控性好。油电混合，省油！配置高！操控性好。油电混合，省油！配置高！操控性好。油电混合，省油！配置高！操控性好。油电混合，省油！配置高！操控性好。,             后备箱小！
2014款 1.5T 酷黑骑士旗舰型,南京,2015年2月,14.33,4,5,5,5,5,4,4,5,上下班,购物,自驾游,,DM,充电方便，随便找个插座就可以冲，用纯电的时候安静、驾驶顺滑非常享受！,尾灯应做成一体且更圆滑一点，头尾设计风格略有冲突。
2014款 1.5T 旗舰型,深圳,2014年3月,14.35,4,5,4,5,5,4,4,5,上下班,购物,接送小孩,,DM, 静音，省油,座椅真皮是浅色的
2014款 1.5T 酷黑骑士旗舰型,上海,2014年11月,15.5,2,4,4,3,2,3,2,5,购物,跑长途,泡妞,,DM,省油,没电开起来很不舒服的仪表盘黑屏过一次 车换过一次水泵还是有问题
2014款 1.5T 旗舰型,成都,2014年7月,15.0,5,5,4,5,5,5,5,5,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2014年12月,14.83,5,5,5,4,5,4,5,5,上下班,自驾游,,,DM,,
2014款 1.5T 旗舰型,深圳,2014年4月,14.33,4,5,5,5,5,5,5,5,上下班,,,,DM,本人有车库，方便充电，平时上下班跑短途用纯电即可，性价比超高。,小毛病太多：有异响、方向跑偏、充电充不进、SRS出问题、SVS出问题。。。不到一年时间，解决这些问题让我烦不胜烦，而能修这款车的4S店又太远。
2014款 1.5T 旗舰型,济南,2014年3月,14.3,4,5,4,4,3,4,4,5,上下班,购物,接送小孩,自驾游,DM,"动力充足,随时充电很省钱","莫名其妙的异响,不过尚在接受范围内"
2014款 1.5T 旗舰型,深圳,2014年11月,14.1,4,5,4,5,5,5,4,5,上下班,购物,自驾游,商务接送,DM,,
2014款 1.5T 旗舰型,上海,2014年8月,14.65,4,5,4,5,3,4,4,5,上下班,,,,DM,,
2014款 1.5T 旗舰型,深圳,2014年9月,20.98,4,5,4,5,4,4,4,5,上下班,购物,接送小孩,自驾游,DM,动力非常充沛,后尾箱略小
2014款 1.5T 酷黑骑士旗舰型,西安,2015年1月,14.35,4,5,5,4,4,5,5,5,上下班,,,,DM,加速性能和科技配置超满意！~,后备箱空间太小了！~
2014款 1.5T 酷黑骑士旗舰型,上海,2014年11月,14.98,3,5,5,4,5,5,4,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2014年11月,14.98,5,5,4,5,4,4,4,5,上下班,购物,自驾游,跑长途,DM,,
2014款 1.5T 旗舰型,广州,2014年10月,14.38,4,5,5,3,4,4,4,5,上下班,购物,接送小孩,自驾游,DM,   可以插电充，平时上下班基本只用电，不用油。, 后尾箱空间是小了，能放得东西少
2014款 1.5T 酷黑骑士旗舰型,南京,2014年10月,14.1,4,5,5,4,4,4,4,5,上下班,购物,,,DM,,
2014款 1.5T 旗舰型,上海,2014年6月,15.5,4,5,4,5,4,4,4,5,上下班,自驾游,,,DM,,
2014款 1.5T 旗舰型,深圳,2014年9月,14.72,3,5,4,5,3,3,3,5,上下班,自驾游,泡妞,,DM,,
2014款 1.5T 旗舰型,深圳,2014年10月,14.2,5,5,5,5,5,5,5,5,上下班,接送小孩,自驾游,跑长途,DM,,
2014款 1.5T 酷黑骑士旗舰型,西安,2014年12月,15.0,4,5,4,5,3,4,4,5,上下班,接送小孩,自驾游,,DM,70公里纯电行驶  上下班足够了  混动运动模式 动力秒杀路上95%的车  纯电运动秒杀20万内涡轮车,发动机噪音偏大 但是平常很少用发动机   共振急加速地板油 有一点
2014款 1.5T 旗舰型,深圳,2014年2月,15.98,2,4,4,2,2,5,4,2,自驾游,,,,DM,,
2014款 1.5T 旗舰型,上海,2014年7月,14.55,4,5,3,5,4,5,4,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 酷黑骑士旗舰型,广州,2015年1月,14.0,5,5,5,5,5,5,5,5,上下班,购物,自驾游,,DM,,后备箱偏小
2014款 1.5T 酷黑骑士旗舰型,榆林,2014年10月,14.3,4,5,4,5,4,4,4,5,上下班,,,,DM,,
2014款 1.5T 旗舰型,深圳,2014年11月,14.7,4,5,5,5,5,5,5,5,上下班,,,,DM,,
2014款 1.5T 酷黑骑士尊贵型,杭州,2015年1月,15.0,4,5,4,5,3,4,4,5,上下班,自驾游,,,DM,那加速，推背感就跟飞机起飞感觉差不多！ev下真的安静只不过好像有点嗡嗡声！,嫌弃那仪表台全部都是塑料的。。。
2014款 1.5T 尊贵型,上海,2014年11月,13.2,4,5,5,5,4,5,4,5,上下班,购物,自驾游,,DM,,
2014款 1.5T 酷黑骑士旗舰型,天津,2014年11月,14.33,4,5,5,5,4,4,4,4,上下班,购物,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2014年10月,14.66,3,4,4,3,4,5,4,4,购物,自驾游,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,长沙,2014年11月,14.33,4,4,4,4,4,4,3,5,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,深圳,2014年10月,14.16,4,5,5,5,5,5,4,5,上下班,购物,接送小孩,自驾游,DM,纯电省钱又安静，很好驾驶。,电量在多点就好了。一般上下班后晚上要充电了。如果是200公里的秦。那就方便了。期待电池容量的扩容
2014款 1.5T 旗舰型,泉州,2014年12月,14.3,2,5,4,5,3,4,3,4,上下班,购物,自驾游,跑长途,DM,,
2014款 1.5T 酷黑骑士旗舰型,深圳,2014年10月,14.33,4,5,5,3,3,4,4,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 酷黑骑士旗舰型,长沙,2014年12月,14.33,4,5,5,5,5,5,5,5,上下班,购物,,,DM,配置高，有360全景，对于我这新手来说简直是神器,暂时还没有，嘿嘿
2014款 1.5T 旗舰型,广州,2014年4月,15.0,4,5,4,5,4,5,5,5,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,苏州,2014年12月,14.06,4,5,4,5,4,4,3,5,上下班,购物,接送小孩,自驾游,DM,提速动力配置各各都是满意点,悬挂是硬伤，过弯快点的话人甩的厉害，注意安全还是慢点过弯
2014款 1.5T 酷黑骑士旗舰型,南京,2014年10月,14.13,4,5,5,5,5,5,4,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 酷黑骑士尊贵型,西安,2014年12月,14.33,4,5,5,5,5,5,5,5,上下班,,,,DM,环保,后备箱偏小
2014款 1.5T 酷黑骑士旗舰型,上海,2014年10月,13.3,3,4,3,5,4,3,3,4,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,深圳,2014年9月,14.33,4,5,5,5,5,5,4,5,上下班,,,,DM,：动力充沛，随时取用；省钱，充电后百公里费用基本在25上下；静音,后备箱比较下，不过这个考虑到电池问题，能接受；异响问题，车内硬塑料太多，偶尔有异常，比较烦
2014款 1.5T 酷黑骑士旗舰型,西安,2014年9月,20.43,4,5,4,5,3,4,3,4,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2014年7月,20.0,5,5,5,5,5,5,5,5,上下班,购物,自驾游,,DM,性价比超高,5%的电跑起来非常吃力
2014款 1.5T 酷黑骑士旗舰型,上海,2014年12月,14.65,5,5,3,3,4,4,3,3,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,西安,2014年12月,14.33,4,5,4,4,4,5,3,4,上下班,自驾游,,,DM,起步快,内饰太硬，塑料感太重
2014款 1.5T 酷黑骑士旗舰型,上海,2014年10月,14.7,3,5,4,4,4,5,4,5,上下班,购物,自驾游,,DM,,
2014款 1.5T 旗舰型,上海,2014年12月,20.98,3,5,4,5,4,4,4,5,上下班,,,,DM,,
2014款 1.5T 旗舰型,南京,2014年7月,14.15,4,5,5,5,4,5,4,5,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,苏州,2014年9月,15.0,4,5,4,5,5,5,4,5,上下班,购物,自驾游,,DM,动力强劲，360停车神器。, 冬天电空调耗电太大，不开电空调又冷得很。
2014款 1.5T 酷黑骑士旗舰型,上海,2014年9月,14.65,3,5,5,4,4,4,4,5,上下班,购物,接送小孩,自驾游,DM,油耗,噪音
2014款 1.5T 旗舰型,西安,2014年7月,14.33,4,5,5,4,5,4,4,5,购物,接送小孩,自驾游,跑长途,DM,,
2014款 1.5T 酷黑骑士旗舰型,南京,2014年8月,13.5,5,5,5,5,5,4,5,5,上下班,购物,自驾游,跑长途,DM,说实话，很多都很满意，配置很好，超车一流，用电很省钱，送4次保养，保养也非常省,不能说最不满意，只能说有待提高：1、悬挂感觉有点硬 2、后备箱有点小 
